Category,Case Number,Crime Date and Time,Report Date,Country,State,City,Location,Incident Description,Residential Occurance,Disposition
Theft,20130314,01/29/2013 - 7:00pm,1/29/2013,United States,Kentucky,Lexington,180 AVE OF CHAMPIONS,THEFT OF PROP MISLAID OR DELIVERY BY MISTAKE,No,Open
Theft,20130305,01/28/2013 - 8:00pm,1/29/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING,No,Open
Theft,20130313,01/29/2013 - 12:00pm,1/29/2013,United States,Kentucky,Lexington,408 ADMINISTRATION DRIVE,TBUT OR DISP BUILDING/M,No,Open
Theft,20130299,01/28/2013 - 10:00am,1/28/2013,United States,Kentucky,Lexington,465 ROSE ST,TBUT OR DISP FROM BUILDING,No,Open
Theft,20130290,01/25/2013 - 4:00pm,1/28/2013,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP ALL OTHER,No,Closed
Theft,20130296,01/27/2013 - 11:49am,1/28/2013,United States,Kentucky,Lexington,201 AVENUE OF CHAMPIONS,TBUT OR DISP-ALL OTHERS,No,Open
Theft,20130294,01/27/2013 - 9:20am,1/28/2013,United States,Kentucky,Lexington,404 ADMINISTRATION DR,TBUT OR DISP PURSESNATCHING-NO FORCE,No,Open
Theft,20130291,01/28/2013 - 7:00am,1/28/2013,United States,Kentucky,Lexington,301 ROSE ST,TBUT OF LOST MISLAID PROPERTY,No,Open
Theft,20130285,01/27/2013 - 3:30pm,1/27/2013,United States,Kentucky,Lexington,750 ROSE STREET,TBUT OR DISP BUILDING/M,No,Closed
Theft,20130287,01/27/2013 - 6:30pm,1/27/2013,United States,Kentucky,Lexington,405 ROSE STREET,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20130279,01/26/2013 - 1:00pm,1/27/2013,United States,Kentucky,Lexington,338 LEXINGTON AVENUE,TBUT OR DISP CONTENTS FROM AUTO/F; CRIMINAL MISCHIEF 3RD/M,No,Open
Theft,20130274,01/26/2013 - 3:15pm,1/26/2013,United States,Kentucky,Lexington,430 VINE STREET,TBUT OR DISP BUILDING/M,No,Closed
Theft,20130273,01/22/2013 - 9:30am,1/26/2013,United States,Kentucky,Lexington,610 S LIMESTONE ST,THEFT OF PROPERTY MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20130258,12/11/2012 - 3:15pm,1/25/2013,United States,Kentucky,Lexington,620 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20130262,01/25/2013 - 6:00pm,1/25/2013,United States,Kentucky,Lexington,401 HILLTOP AVENUE,TBUT OR DISP FROM BUILDING/F x 3,No,Open
Theft,20130240,01/23/2013 - 4:30am,1/24/2013,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,TBUT OR DISP CONTENTS FROM AUTO,No,Open
Theft,20130250,01/23/2013 - 10:00am,1/24/2013,United States,Kentucky,Lexington,168 FUNKHOUSER DR,TBUT OR DISP BUILDING,No,Open
Theft,20130251,01/23/2013 - 5:00pm,1/24/2013,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP BUILDING,No,Closed
Theft,20130252,01/16/2013 - 11:00pm,1/24/2013,United States,Kentucky,Lexington,155 GRAHAM AVE,TBUT OR DISP FROM BUILDING,Yes,Unfounded
Theft,20130242,01/22/2013 - 5:00pm,1/23/2013,United States,Kentucky,Lexington,620 S LIMESTONE ST,TBUT OR DISP FROM BUILDING,No,Open
Theft,20130244,01/23/2013 - 9:00am,1/23/2013,United States,Kentucky,Lexington,1030 BROADWAY,TBUT OR DISP BUILDING,No,Closed
Theft,20130245,01/23/2013 - 12:00am,1/23/2013,United States,Kentucky,Lexington,620 S LIMESTONE ST,TBUT OR DISP BUILDING,No,Open
Theft,20130232,01/18/2013 - 4:00pm,1/22/2013,United States,Kentucky,Lexington,842 ROSE STREET,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20130234,01/22/2013 - 4:25pm,1/22/2013,United States,Kentucky,Lexington,630 SOUTH BROADWAY,TBUT OR DISP BUILDING/M,No,Open
Theft,20130221,01/21/2013 - 1:30am,1/21/2013,United States,Kentucky,Lexington,321 COLUMBIA TERRACE,TBUT OR DISP FROM BUILDING/F,Yes,Open
Theft,20130222,01/21/2013 - 11:50am,1/21/2013,United States,Kentucky,Lexington,404 ADMINISTRATION DRIVE,TBUT OR DISP BUILDING/M,No,Open
Theft,20130207,01/19/2013 - 5:00pm,1/20/2013,United States,Kentucky,Lexington,MARTIN LUTHER KING BLVD,TBUT OR DISP PARTS FROM VEHICLE/M,No,Closed
Theft,20130199,01/19/2013 - 11:00am,1/19/2013,United States,Kentucky,Lexington,1608 UNIVERSITY DRIVE,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/F,No,Open
Theft,20130184,12/21/2012 - 12:00am,1/18/2013,United States,Kentucky,Lexington,121 WASHINGTON AVENUE,TBUT OR DISP BUILDING/M,No,Open
Theft,20130176,01/17/2013 - 4:00pm,1/17/2013,United States,Kentucky,Lexington,HOSPITAL DRIVE,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/F,No,Open
Theft,CSA2013-0001,01/05/2013 - 12:00am,1/16/2013,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP - BUILDING,No,Closed - CSA
Theft,20130160,01/16/2013 - 10:10am,1/16/2013,United States,Kentucky,Lexington,108 AVENUE OF CHAMPIONS,TBUT OR DISP SHOPLIFTING/M,No,Closed
Theft,20130163,01/16/2013 - 8:30am,1/16/2013,United States,Kentucky,Lexington,454 COMPLEX DRIVE,TBUT OR DISP BUILDING/M,No,Open
Theft,20130164,01/16/2013 - 5:45pm,1/16/2013,United States,Kentucky,Lexington,401 HILLTOP AVENUE,TBUT OR DISP FROM BUILDING/F,No,Closed
Theft,20130165,01/16/2013 - 7:08pm,1/16/2013,United States,Kentucky,Lexington,401HILLTOP AVENUE,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20130166,01/16/2013 - 5:00pm,1/16/2013,United States,Kentucky,Lexington,430 COMPLEX DRIVE,TBUT OR DISP BUILDING/M,No,Closed
Theft,20130174,01/15/2013 - 2:00pm,1/16/2013,United States,Kentucky,Lexington,620 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING/F,No,Closed
Theft,2013007039,01/01/2011 - 12:01am,1/15/2013,United States,Kentucky,Lexington,460 COOPER DR,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT/F,No,Closed - Lexington Police Report
Theft,20130150,11/01/2012 - 8:00am,1/15/2013,United States,Kentucky,Lexington,1210 UNIVERSITY DRIVE,THEFT OF PROPERTY MISLAID OR DELIVERED BY MISTAKE/M,No,Open
Theft,20130152,01/15/2013 - 9:00am,1/15/2013,United States,Kentucky,Lexington,WASHINGTON AVENUE,TBUT OR DISP FROM AUTO/M,No,Closed
Theft,20130151,01/15/2013 - 1:30pm,1/15/2013,United States,Kentucky,Lexington,800 ROSE STREET,TBUT OR DISP BUILDING/M,No,Closed
Theft,20130132,01/14/2013 - 3:10am,1/14/2013,United States,Kentucky,Lexington,819 SOUTH LIMESTONE STREET,TBUT OR DISP SHOPLIFTING/M X 2; PUBLIC INTOXICATION-CONTROLLED SUB/M X 2; DRUG PARAPHERNALIA-BUY/POSSESS/M X 2; GIVING OFFICER FALSE NAME OR ADDRESS/M,No,Cleared By Arrest
Theft,20130136,01/14/2013 - 8:00am,1/14/2013,United States,Kentucky,Lexington,143 OLDHAM AVENUE,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20130138,01/14/2013 - 7:30am,1/14/2013,United States,Kentucky,Lexington,422 ROSE LANE,TBUT OR DISP BUILDING/M,No,Closed
Theft,20130139,01/10/2013 - 10:00am,1/14/2013,United States,Kentucky,Lexington,140 PATTERSON DRIVE,TBUT OR DISP BICYCLES/F,No,Closed
Theft,20130141,01/11/2013 - 2:00pm,1/14/2013,United States,Kentucky,Lexington,620 SOUTH LIMESTONE STREET,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20130154,01/14/2013 - 1:00pm,1/14/2013,United States,Kentucky,Lexington,1625 NICHOLASVILLE ROAD,TBUT OR DISP BUILDING/M,No,Closed
Theft,20130110,01/12/2013 - 4:00am,1/12/2013,United States,Kentucky,Lexington,750 ROSE STREET,TBUT OR DISP BUILDING/M,No,Closed
Theft,20130116,01/12/2013 - 12:40pm,1/12/2013,United States,Kentucky,Lexington,180 AVENUE OF CHAMPIONS,TBUT OR DISP BUILDING/M,No,Closed
Theft,20130098,01/10/2013 - 11:00am,1/11/2013,United States,Kentucky,Lexington,1540 UNIVERSITY DRIVE,TBUT OR DISP FROM AUTO/M,No,Closed
Theft,20130105,01/07/2013 - 12:00am,1/11/2013,United States,Kentucky,Lexington,1540 UNIVERSITY DRIVE,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/F,No,Open
Theft,20130093,01/10/2013 - 11:00pm,1/10/2013,United States,Kentucky,Lexington,905 SOUTH LIMESTONE STREET,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,20130079,12/14/2012 - 9:00pm,1/9/2013,United States,Kentucky,Lexington,765 WOODLAND AVENUE,TBUT OR DISP FROM BUILDING/F,No,Closed
Theft,20130082,01/09/2013 - 4:00pm,1/9/2013,United States,Kentucky,Lexington,121 WASHINGTON AVENUE,TBUT OR DISP BUILDING/M,No,Open
Theft,20130073,01/07/2013 - 7:00pm,1/8/2013,United States,Kentucky,Lexington,101 AVENUE OF CHAMPIONS,TBUT OR DISP BICYCLES/M,No,Open
Theft,20130074,01/07/2013 - 2:00pm,1/8/2013,United States,Kentucky,Lexington,600 ROSE STREET,TBUT OR DISP BICYCLES/M,No,Closed
Theft,20130057,01/03/2013 - 6:15pm,1/6/2013,United States,Kentucky,Lexington,338 LEXINGTON AVENUE,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20130040,01/03/2013 - 6:00pm,1/4/2013,United States,Kentucky,Lexington,310 SOUTH LIMESTONE STREET,TBUT OR DISP BUILDING/M,No,Closed
Theft,20130023,01/03/2013 - 2:15am,1/3/2013,United States,Kentucky,Lexington,800 ROSE STREET,TBUT OR DISP BUILDING/M,No,Closed
Theft,20130027,01/03/2013 - 9:30am,1/3/2013,United States,Kentucky,Lexington,460 ROSE STREET,TBUT OR DISP BUILDING/M,No,Closed
Theft,20130012,12/21/2012 - 4:00pm,1/2/2013,United States,Kentucky,Lexington,512 ADMINISTRATION DRIVE,TBUT OR DISP FROM BUILDING/F,No,Open
Theft,20143596,12/16/2014 - 7:00am,12/31/2014,United States,Kentucky,Lexington,800 ROSE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Open
Theft,20143589,12/27/2014 - 7:00am,12/29/2014,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143567,12/27/2014 - 2:00pm,12/27/2014,United States,Kentucky,Lexington,110 Transcript Ave,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20143553,12/16/2014 - 3:30pm,12/24/2014,United States,Kentucky,Lexington,430 COMPLEX DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20143554,12/23/2014 - 11:00pm,12/24/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143550,12/05/2014 - 8:00am,12/23/2014,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,CSA20141768,12/22/2014 - 3:30am,12/23/2014,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING,No,Closed - CSA
Theft,2014211902,12/20/2014 - 4:30pm,12/22/2014,United States,Kentucky,Lexington,845 RED MILE RD,"TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M, FRAUD USE CRED CARD U/$500 W/6 MONTH PERIOD/M",No,Closed - Lexington Police Report
Theft,20143517,12/16/2014 - 8:00am,12/19/2014,United States,Kentucky,Lexington,251 SCOTT ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Open
Theft,20143521,12/18/2014 - 8:00am,12/19/2014,United States,Kentucky,Lexington,447 PENNSYLVANIA AVE,TBUT OR DISP ALL OTHERS U/$500/M,No,Open
Theft,20143525,12/18/2014 - 3:00pm,12/19/2014,United States,Kentucky,Lexington,362 SOUTH MLK BLVD,"TBUT OR DISP AUTO $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20143526,12/19/2014 - 2:00pm,12/19/2014,United States,Kentucky,Lexington,416 COMPLEX DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143512,12/18/2014 - 11:00am,12/18/2014,United States,Kentucky,Lexington,1100 SOUTH LIMESTONE ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed
Theft,20143514,12/12/2014 - 12:00am,12/18/2014,United States,Kentucky,Lexington,758 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Open
Theft,20143515,12/17/2014 - 12:00am,12/18/2014,United States,Kentucky,Lexington,758 WOODLAND AVE,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",Yes,Closed
Theft,20143492,12/10/2014 - 2:00pm,12/15/2014,United States,Kentucky,Lexington,1540 UNIVERSITY DR,"CRIMINAL MISCHIEF 3RD/M, TBUT OR DISP PARTS FROM VEHICLE UNDER $500/M",No,Open
Theft,CSA20141752,12/15/2014 - 11:00am,12/15/2014,United States,Kentucky,Lexington,758 WOODLAND AVE,TBUT OR DISP FROM BUILDING,Yes,Closed - CSA
Theft,20143486,12/14/2014 - 9:00pm,12/14/2014,United States,Kentucky,Lexington,800 ROSE ST,"RECEIVING STOLEN PROPERTY U/$500/M, TBUT OR DISP FROM BUILDING U/$500/M",No,Citation issued
Theft,20143468,12/12/2014 - 8:30pm,12/13/2014,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING U/$500/M, FRAUD USE OF CRED CARD AFTER REPORT LOST/STOLEN U/$500 W/6 MONTH/M",No,Open
Theft,20143469,12/13/2014 - 2:00pm,12/13/2014,United States,Kentucky,Lexington,430 WEST VINE ST,"TBUT OR DISP POCKETPICKING U/$500/M, FRAUD USE OF CRED CARD AFTER REPORT LOST/STOLEN $500 < $10,000 W/6 MO/F",No,Open
Theft,20143470,12/11/2014 - 3:00pm,12/13/2014,United States,Kentucky,Lexington,422 ROSE LN,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F, CRIMINAL MISCHIEF 2ND/M",No,Open
Theft,20143458,12/12/2014 - 2:00pm,12/12/2014,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143462,12/12/2014 - 5:50pm,12/12/2014,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20143417,12/09/2014 - 7:00am,12/9/2014,United States,Kentucky,Lexington,1540 University Dr,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F, CRIMINAL MISCHIEF 3RD DEGREE/M",No,Closed
Theft,20143418,12/09/2014 - 3:50pm,12/9/2014,United States,Kentucky,Lexington,800 Rose St,"TBUT OR DISP FROM BUILDING U/$500/MX2, THEFT OF IDENTITY OF ANOTHER W/O CONSENT/FX2.",No,Open
Theft,20143420,11/21/2014 - 1:00pm,12/9/2014,United States,Kentucky,Lexington,1608 University Ct,"THEFT BY DECEPTION-INCLUDE COLD CHECKS U/$10,000/F.",No,Open
Theft,2014203460,12/06/2014 - 1:30am,12/8/2014,United States,Kentucky,Lexington,1030 SOUTH BROADWAY,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Closed - Lexington Police Report
Theft,20143401,12/08/2014 - 11:15am,12/8/2014,United States,Kentucky,Lexington,102 AVENUE OF CHAMPIONS,"TBUT OR DISP FROM BUILDING U/$500/M, FRAUD USE OF CRED CARD AFTER REPORT LOST/STOLEN U/$500 W/6 MO/M",No,Open
Theft,20143408,11/17/2014 - 3:00pm,12/8/2014,United States,Kentucky,Lexington,120 PATTERSON DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143349,12/03/2014 - 3:00am,12/4/2014,United States,Kentucky,Lexington,University Dr,"Tbut or Disp All Others $500 or more but u/$10,000/f",No,Open
Theft,20143352,12/04/2014 - 11:30am,12/4/2014,United States,Kentucky,Lexington,102 Avenue of Champions,"Tbut or Disp from building u/$500/m, Fraud use of cred card after report lost/stolen u/$500 w/6 mo/m.",No,Open
Theft,20143353,10/15/2014 - 8:00am,12/4/2014,United States,Kentucky,Lexington,195 Hospital Dr,Theft of Prop Mislaid or Deliver by Mistake/f.,No,Closed
Theft,20143359,12/04/2014 - 10:00am,12/4/2014,United States,Kentucky,Lexington,800 Rose St,Tbut or Disp from Building u/$500/m.,No,Closed
Theft,20143350,12/04/2014 - 10:20am,12/4/2014,United States,Kentucky,Lexington,800 Rose St,Tbut or Disp All others u$500/m,No,Closed
Theft,20143342,11/29/2014 - 8:18pm,12/2/2014,United States,Kentucky,Lexington,1000 SOUTH LIMESTONE ST,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000/F",No,Open
Theft,20143344,12/02/2014 - 3:00pm,12/2/2014,United States,Kentucky,Lexington,140 PATTERSON DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20143336,11/27/2014 - 10:00am,12/1/2014,United States,Kentucky,Lexington,845 RED MILE RD,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Open
Theft,20143286,08/14/2014 - 12:01am,11/26/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143287,11/26/2014 - 7:30am,11/26/2014,United States,Kentucky,Lexington,300 ALUMNI DR,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20143280,11/25/2014 - 10:47am,11/25/2014,United States,Kentucky,Lexington,125 EAST MAXWELL ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed
Theft,20143282,11/22/2014 - 12:00am,11/25/2014,United States,Kentucky,Lexington,752 WOODLAND AVE,"FRAUD USE CRED CARD U/$500 W/6 MONTH PERIOD/M, THEFT-RECEIPT OF STOLEN CREDIT/DEBIT CARD (>2 CARD)/M, TBUT OR DISP FROM BUILDING U/$500/M",Yes,Open
Theft,20143270,10/24/2014 - 8:00am,11/24/2014,United States,Kentucky,Lexington,740 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143272,11/24/2014 - 9:00am,11/24/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,201418001,10/31/2014 - 10:00pm,11/20/2014,United States,Kentucky,Lexington,1030 SOUTH BROADWAY,"CRIMINAL MISCHIEF 3RD/M, TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed - Lexington Police Report
Theft,2014190032,11/11/2014 - 8:00am,11/19/2014,United States,Kentucky,Lexington,1030 SOUTH BROADWAY,TBUT OR DISP PARTS FROM VEHICLE UNDER $500/M,No,Closed - Lexington Police Report
Theft,2014190063,11/11/2014 - 8:00am,11/19/2014,United States,Kentucky,Lexington,1030 SOUTH BROADWAY,TBUT OR DISP PARTS FROM VEHICLE UNDER $500/M,No,Closed - Lexington Police Report
Theft,20143228,10/31/2014 - 4:00pm,11/19/2014,United States,Kentucky,Lexington,650 WOODLAND AVE,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20143218,11/10/2014 - 6:58pm,11/18/2014,United States,Kentucky,Lexington,1350 BULL LEA RD,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143220,11/10/2014 - 10:30am,11/18/2014,United States,Kentucky,Lexington,800 ROSE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open
Theft,CSA20141657,11/15/2014 - 2:45am,11/17/2014,United States,Kentucky,Lexington,765 WOODLAND AVE,TBUT OR DISP FROM BUILDING,Yes,Closed - CSA
Theft,20143199,11/15/2014 - 4:30pm,11/16/2014,United States,Kentucky,Lexington,508 ADMINISTRATION DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/F,No,Open
Theft,20143205,11/11/2014 - 11:00pm,11/16/2014,United States,Kentucky,Lexington,767 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed
Theft,20143187,11/15/2014 - 3:30pm,11/15/2014,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143167,11/14/2014 - 12:00pm,11/14/2014,United States,Kentucky,Lexington,1210 UNIVERSITY DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143172,11/14/2014 - 6:22pm,11/14/2014,United States,Kentucky,Lexington,1540 UNIVERSITY DR,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20143158,11/13/2014 - 12:30pm,11/13/2014,United States,Kentucky,Lexington,430 COMPLEX DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143147,11/12/2014 - 12:00am,11/12/2014,United States,Kentucky,Lexington,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20143151,11/11/2014 - 7:30pm,11/12/2014,United States,Kentucky,Lexington,404 ADMINISTRATION DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed
Theft,20143132,11/10/2014 - 12:00pm,11/10/2014,United States,Kentucky,Lexington,325 COOPER DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20143121,11/07/2014 - 5:00pm,11/10/2014,United States,Kentucky,Lexington,620 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143122,11/08/2014 - 12:00pm,11/8/2014,United States,Kentucky,Lexington,1540 UNIVERSITY DR,"TBUT OR DISP ALL OTHERS U/$500/M, CRIMINAL MISCHIEF 3RD/M",No,Closed
Theft,20143109,11/07/2014 - 4:00pm,11/7/2014,United States,Kentucky,Lexington,800 ROSE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed
Theft,20143090,11/05/2014 - 11:55am,11/5/2014,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,TBUT OR DISP ALL OTHERS U/$500/M,No,Open
Theft,20143091,11/05/2014 - 7:00pm,11/5/2014,United States,Kentucky,Lexington,180 AVENUE OF CHAMPIONS,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed
Theft,20143079,10/27/2014 - 8:00am,11/4/2014,United States,Kentucky,Lexington,217 ELM TREE LN,TBUT OR DISP FROM BUILDING/M,No,Closed
Theft,20143089,11/04/2014 - 1:00pm,11/4/2014,United States,Kentucky,Lexington,460 COOPER DR,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20143073,10/30/2014 - 8:00am,11/3/2014,United States,Kentucky,Lexington,900 SOUTH LIMESTONE ST,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,20143074,11/02/2014 - 7:00am,11/3/2014,United States,Kentucky,Lexington,750 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,20143053,11/02/2014 - 1:38am,11/2/2014,United States,Kentucky,Lexington,1540 UNIVERSITY DR,"TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M, ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSES)",No,Cleared By Arrest
Theft,20143057,10/31/2014 - 12:00pm,11/2/2014,United States,Kentucky,Lexington,770 WOODLAND AVE,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20143044,11/01/2014 - 9:30am,11/1/2014,United States,Kentucky,Lexington,409 SOUTH LIMESTONE ST,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed
Theft,20143035,10/24/2014 - 12:00pm,10/31/2014,United States,Kentucky,Lexington,326 S MLK BLVD,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",Yes,Open
Theft,20143009,10/29/2014 - 9:00am,10/29/2014,United States,Kentucky,Lexington,506 ADMINISTRATION DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20143010,10/28/2014 - 11:00am,10/29/2014,United States,Kentucky,Lexington,751 ROSE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE,No,Unfounded
Theft,20142994,10/24/2014 - 5:30pm,10/28/2014,United States,Kentucky,Lexington,1540 UNIVERSITY DR,"TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M, CRIMINAL MISCHIEF 3RD/M",No,Open
Theft,20142996,10/27/2014 - 4:00pm,10/28/2014,United States,Kentucky,Lexington,460 COOPER DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/F,No,Closed
Theft,20142986,10/27/2014 - 5:00pm,10/27/2014,United States,Kentucky,Lexington,235 EAST MAXWELL ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20142984,10/23/2014 - 11:00am,10/27/2014,United States,Kentucky,Lexington,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open
Theft,CSA20141569,10/24/2014 - 3:00pm,10/27/2014,United States,Kentucky,Lexington,769 WOODLAND AVE,TBUT OR DISP FROM BUILDING,Yes,Closed - CSA
Theft,2014179914,10/25/2014 - 3:00am,10/27/2014,United States,Kentucky,Lexington,845 RED MILE RD,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed - Lexington Police Report
Theft,20142969,10/25/2014 - 5:50pm,10/25/2014,United States,Kentucky,Lexington,1540 UNIVERSITY DR,"TBUT OR DISP POCKETPICKING U/$500/M, FRAUD USE OF CREDIT CARD $500 <$10,000/F",No,Closed - Disciplinary Referral
Theft,20142966,10/25/2014 - 3:30pm,10/25/2014,United States,Kentucky,Lexington,1540 UNIVERSITY DR,TBUT OR DISP POCKETPICKING U/$500/M,No,Closed
Theft,20142955,10/17/2014 - 2:00pm,10/24/2014,United States,Kentucky,Lexington,500 ROSE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open
Theft,20142956,10/24/2014 - 1:00pm,10/24/2014,United States,Kentucky,Lexington,404 ADMINISTRATION DR,TBUT OR DISP FROM BUILDING U$500/M,No,Closed
Theft,20142947,10/22/2014 - 7:30pm,10/23/2014,United States,Kentucky,Lexington,401 HILLTOP AVE,TBUT OR DISP BICYCLES U/$500/M,No,Open
Theft,2014175582,10/17/2014 - 4:00pm,10/22/2014,United States,Kentucky,Lexington,300 ALUMNI DR,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Closed - Lexington Police Report
Theft,20142939,10/12/2014 - 11:00am,10/22/2014,United States,Kentucky,Lexington,110 TRANSCRIPT AVE,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Unfounded
Theft,20142930,10/13/2014 - 8:00pm,10/21/2014,United States,Kentucky,Lexington,326 S MLK BLVD,TBUT OR DISP BICYCLES U/$500/M,No,Open
